id,neighbourhood_cleansed,latitude,longitude,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
17348224,Inner Richmond,37.78019938,-122.4739147,$60.00 ,,,,$30.00 ,1,$20.00 
16518099,Inner Richmond,37.77811395,-122.4640097,$157.00 ,,,,$30.00 ,2,$25.00 
16182225,Inner Richmond,37.77640687,-122.4614146,$38.00 ,,,$100.00 ,$20.00 ,1,$39.00 
9887879,Inner Richmond,37.77834476,-122.4658886,$489.00 ,,,,,1,$0.00 
1460628,Inner Richmond,37.77878324,-122.4625653,$150.00 ,"$1,010.00 ","$3,500.00 ",$100.00 ,$70.00 ,2,$15.00 
16933274,Inner Richmond,37.77796833,-122.4723644,$110.00 ,,,$100.00 ,$35.00 ,1,$15.00 
8717641,Inner Richmond,37.77859399,-122.4673537,$175.00 ,,,$200.00 ,$75.00 ,1,$0.00 
11044110,Inner Richmond,37.783823,-122.4769346,$200.00 ,,,,,2,$50.00 
13911251,Inner Richmond,37.77661993,-122.4566192,$110.00 ,,,$200.00 ,$95.00 ,2,$10.00 
12175415,Inner Richmond,37.78402149,-122.4618942,$200.00 ,,,,$75.00 ,2,$10.00 
528585,Inner Richmond,37.77656379,-122.4664483,$120.00 ,,,$150.00 ,$25.00 ,2,$75.00 
14255278,Inner Richmond,37.77930793,-122.4616057,$600.00 ,,,$500.00 ,$125.00 ,1,$0.00 
6587558,Inner Richmond,37.77751436,-122.4568256,$80.00 ,$500.00 ,"$1,800.00 ",,,1,$0.00 
9028771,Inner Richmond,37.77489886,-122.45986,$200.00 ,$900.00 ,,$500.00 ,,1,$0.00 
1122374,Inner Richmond,37.78186008,-122.4626735,$95.00 ,$400.00 ,"$1,500.00 ",,,1,$0.00 
15384959,Inner Richmond,37.77479071,-122.4776643,$200.00 ,,,,,1,$0.00 
17301795,Inner Richmond,37.77777443,-122.4553065,$299.00 ,,,$500.00 ,$140.00 ,4,$25.00 
16515340,Inner Richmond,37.78634632,-122.4726263,$300.00 ,,,,,1,$0.00 
6799615,Inner Richmond,37.78016672,-122.4547678,$130.00 ,$890.00 ,"$2,500.00 ",,,1,$20.00 
10273567,Inner Richmond,37.77587352,-122.4665145,$120.00 ,,,$200.00 ,,2,$25.00 
1016604,Inner Richmond,37.78027085,-122.4610791,$300.00 ,"$2,250.00 ",,$200.00 ,$50.00 ,4,$50.00 
1344243,Inner Richmond,37.78369024,-122.4697568,$115.00 ,$795.00 ,"$2,500.00 ",$200.00 ,$80.00 ,1,$0.00 
6275722,Inner Richmond,37.77729557,-122.4627933,$285.00 ,"$1,400.00 ","$5,500.00 ",$500.00 ,$150.00 ,1,$0.00 
13828725,Inner Richmond,37.77532,-122.4665398,$350.00 ,,,$500.00 ,$75.00 ,1,$0.00 
1179778,Inner Richmond,37.77733827,-122.4655126,$450.00 ,"$2,900.00 ",,$200.00 ,$100.00 ,1,$0.00 
934012,Inner Richmond,37.77464645,-122.4620604,$140.00 ,$950.00 ,"$2,850.00 ",,$50.00 ,1,$0.00 
13893720,Inner Richmond,37.77525386,-122.4650084,$155.00 ,,,,$20.00 ,1,$0.00 
1360756,Marina,37.79692823,-122.4366986,$200.00 ,,,$100.00 ,$125.00 ,1,$0.00 
8569761,Marina,37.80081324,-122.4447412,$280.00 ,$999.00 ,"$2,500.00 ",$500.00 ,$50.00 ,1,$0.00 
11325619,Marina,37.80286348,-122.4446296,$200.00 ,,,,,1,$0.00 
8924372,Marina,37.80098101,-122.4364851,$400.00 ,"$2,200.00 ","$4,800.00 ",$220.00 ,$220.00 ,1,$0.00 
3115736,Marina,37.80289981,-122.4321246,$145.00 ,,,,$100.00 ,1,$0.00 
7086742,Marina,37.80541223,-122.4385371,$175.00 ,,,,,1,$0.00 
7346955,Marina,37.80026872,-122.4438903,$70.00 ,$950.00 ,,,$10.00 ,1,$10.00 
5873066,Marina,37.79929881,-122.4325023,$220.00 ,,,,,1,$0.00 
1235442,Marina,37.80135119,-122.4269648,$185.00 ,,,,,1,$0.00 
3522033,Marina,37.79929477,-122.4319096,$450.00 ,,,,$150.00 ,1,$0.00 
10728933,Marina,37.79987857,-122.4435762,$500.00 ,,,,,1,$0.00 
3290739,Marina,37.798592,-122.436238,$149.00 ,$660.00 ,,,$40.00 ,1,$0.00 
1291092,Marina,37.80302946,-122.4390626,"$1,800.00 ",,,,$150.00 ,3,$100.00 
16166074,Marina,37.80555487,-122.4427504,$200.00 ,,,$300.00 ,$75.00 ,2,$50.00 
11399964,Marina,37.80363193,-122.4334204,$381.00 ,,,$350.00 ,$130.00 ,4,$25.00 
10678838,Marina,37.79809359,-122.4422353,"$1,000.00 ",,,,,1,$0.00 
881105,Marina,37.80531755,-122.4354753,$350.00 ,,,$300.00 ,$140.00 ,2,$25.00 
13939132,Marina,37.80421703,-122.4383748,$99.00 ,,,$300.00 ,$100.00 ,1,$0.00 
357551,Marina,37.80434092,-122.4391108,$360.00 ,,,$500.00 ,$200.00 ,1,$0.00 
10613946,Marina,37.79813712,-122.4410151,$700.00 ,,,,$200.00 ,1,$0.00 
15132855,Marina,37.80515335,-122.4357017,$225.00 ,,,$200.00 ,$75.00 ,2,$0.00 
1324086,Marina,37.80034893,-122.4313956,$200.00 ,"$2,000.00 ","$5,900.00 ",$500.00 ,$95.00 ,1,$0.00 
504146,Marina,37.80594399,-122.4378257,$249.00 ,,"$5,000.00 ",$200.00 ,$125.00 ,2,$20.00 
3830083,Marina,37.79875654,-122.4418423,$108.00 ,,,,,1,$20.00 
8646903,Marina,37.80316719,-122.4420375,$375.00 ,"$2,400.00 ","$7,800.00 ",$600.00 ,$150.00 ,2,$75.00 
16042019,Marina,37.8027355,-122.4291242,$350.00 ,,,,,1,$0.00 
6467787,Marina,37.79711711,-122.4336879,$225.00 ,"$2,500.00 ","$3,500.00 ",,,1,$0.00 
9302200,Marina,37.80462769,-122.4413026,$350.00 ,,,,,1,$0.00 
6107258,Marina,37.79781375,-122.4250187,$209.00 ,,,$500.00 ,,1,$0.00 
15971076,Marina,37.79885163,-122.432651,$325.00 ,,,$250.00 ,$140.00 ,1,$0.00 
8598197,Marina,37.79776571,-122.4247946,$700.00 ,,,"$1,500.00 ",$375.00 ,10,$100.00 
4059549,Marina,37.79792837,-122.4252742,$129.00 ,,,$500.00 ,,1,$0.00 
14253838,Marina,37.80424408,-122.4361975,$200.00 ,,,$500.00 ,$55.00 ,2,$30.00 
1015558,Marina,37.79998869,-122.4250073,$205.00 ,,,$500.00 ,$85.00 ,1,$0.00 
15974117,Marina,37.80158593,-122.4446723,$150.00 ,,,,$20.00 ,1,$0.00 
10907472,Marina,37.79845995,-122.4332876,$260.00 ,,,,,2,$50.00 
6438568,Marina,37.8017891,-122.4256168,$120.00 ,,,,$50.00 ,1,$0.00 
769637,Marina,37.80437331,-122.4336302,$125.00 ,$800.00 ,"$2,500.00 ",$700.00 ,$100.00 ,1,$50.00 
10829227,Marina,37.80184316,-122.4308686,$225.00 ,,,,$10.00 ,1,$0.00 
1506702,Marina,37.79951523,-122.4282109,$499.00 ,,,"$2,800.00 ",$150.00 ,4,$75.00 
2503304,Marina,37.80111771,-122.4431403,$195.00 ,,,$150.00 ,$100.00 ,1,$0.00 
16859066,Marina,37.80546527,-122.4460109,$299.00 ,,,$750.00 ,$90.00 ,1,$0.00 
7700393,Marina,37.7997731,-122.4246344,$125.00 ,,,$100.00 ,$85.00 ,1,$0.00 
10731420,Marina,37.79886279,-122.4369339,$750.00 ,,,,,1,$0.00 
1264260,Marina,37.80195415,-122.4297295,$205.00 ,"$1,575.00 ","$6,500.00 ",$300.00 ,$125.00 ,2,$50.00 
3718513,Marina,37.80177726,-122.4409124,$200.00 ,,,,$50.00 ,1,$0.00 
3489100,Marina,37.79704429,-122.4283726,"$1,599.00 ",,,,$215.00 ,1,$0.00 
4721183,Marina,37.80298584,-122.4426574,$199.00 ,"$1,000.00 ",,,,1,$0.00 
13736208,Marina,37.79781746,-122.4395658,$120.00 ,,,,$50.00 ,1,$0.00 
8389670,Marina,37.80541626,-122.4356161,$195.00 ,,,,,1,$0.00 
13344490,Marina,37.80308455,-122.4443122,$75.00 ,,,$300.00 ,$30.00 ,1,$0.00 
10075227,Marina,37.7973552,-122.4323908,$100.00 ,,,,,1,$0.00 
1015336,Marina,37.80507084,-122.4435826,$850.00 ,"$6,000.00 ","$25,000.00 ",$500.00 ,$250.00 ,4,$150.00 
1151109,Marina,37.79966288,-122.4379502,$570.00 ,"$3,940.00 ",,"$1,000.00 ",$150.00 ,4,$25.00 
4242823,Marina,37.79920574,-122.4325484,$450.00 ,,,"$1,600.00 ",$160.00 ,1,$0.00 
16888446,Marina,37.79900081,-122.4276402,$100.00 ,,,,,1,$0.00 
7436608,Marina,37.80659469,-122.4387605,$144.00 ,,"$3,024.00 ",$99.00 ,$50.00 ,1,$0.00 
14745307,Marina,37.80179257,-122.438902,$250.00 ,,,$100.00 ,$50.00 ,1,$0.00 
17366309,Marina,37.79942399,-122.4260983,$240.00 ,,,,,1,$0.00 
5979389,Marina,37.80448575,-122.4450641,$238.00 ,,,,$100.00 ,1,$0.00 
2685168,Marina,37.80215715,-122.4388053,$319.00 ,"$1,999.00 ","$7,999.00 ","$1,499.00 ",$119.00 ,1,$25.00 
10733321,Marina,37.79792954,-122.436979,$120.00 ,,,,$15.00 ,1,$0.00 
16971989,Marina,37.7986084,-122.4412189,$122.00 ,,,,$40.00 ,1,$0.00 
4110344,Marina,37.79782037,-122.4258735,$99.00 ,,,$500.00 ,,1,$0.00 
3782636,Marina,37.79895464,-122.4294009,$165.00 ,,,,$50.00 ,1,$0.00 
10860523,Marina,37.80399347,-122.4402284,"$1,000.00 ",,,,,1,$0.00 
2151015,Marina,37.79869539,-122.4409381,$185.00 ,,,,,1,$0.00 
8304582,Marina,37.80114313,-122.4255361,$400.00 ,,,,$80.00 ,1,$0.00 
2603930,Marina,37.79951112,-122.4266354,$244.00 ,,,$200.00 ,$78.00 ,1,$0.00 
14806640,Marina,37.80051229,-122.4264108,$80.00 ,,,$100.00 ,$15.00 ,1,$75.00 
15301486,Marina,37.79757056,-122.436927,$160.00 ,,,,$75.00 ,1,$0.00 
9075545,Marina,37.80087912,-122.4399298,$100.00 ,$749.00 ,"$2,969.00 ",,$99.00 ,1,$49.00 
14793549,Marina,37.8001938,-122.4268205,$85.00 ,,,$100.00 ,$15.00 ,1,$75.00 
1817061,Marina,37.79643394,-122.4363119,$200.00 ,"$1,000.00 ","$3,650.00 ",,$50.00 ,1,$0.00 
15251932,Marina,37.79970074,-122.436685,$420.00 ,,,"$1,000.00 ",$140.00 ,6,$0.00 
1832862,Marina,37.80198904,-122.4255808,$190.00 ,,,$300.00 ,$50.00 ,1,$0.00 
2553722,Marina,37.79857202,-122.4269756,$245.00 ,,,,$75.00 ,1,$0.00 
1013482,Marina,37.80756132,-122.428797,$189.00 ,"$1,400.00 ",,,$150.00 ,1,$0.00 
2072177,Marina,37.8060844,-122.4408695,$159.00 ,,,$300.00 ,$75.00 ,1,$0.00 
2209422,Marina,37.80054211,-122.4317794,$159.00 ,"$1,400.00 ","$4,600.00 ","$1,000.00 ",,1,$0.00 
10987974,Marina,37.79884081,-122.4329648,$150.00 ,,,,$40.00 ,1,$25.00 
3519611,Marina,37.80116547,-122.4413489,$600.00 ,"$3,500.00 ","$9,800.00 ","$1,000.00 ",,1,$0.00 
4078302,Marina,37.79868632,-122.4305295,$499.00 ,"$2,100.00 ","$7,500.00 ",$299.00 ,$99.00 ,4,$50.00 
2587299,Marina,37.7994004,-122.4267178,$169.00 ,,,$100.00 ,$60.00 ,1,$0.00 
6092935,Marina,37.79698154,-122.4438418,$250.00 ,,,$500.00 ,$40.00 ,2,$50.00 
4892016,Marina,37.79746865,-122.4251056,$169.00 ,,,$500.00 ,,1,$0.00 
3563321,Marina,37.80030543,-122.4286551,$90.00 ,$930.00 ,,,,1,$0.00 
15824294,Marina,37.79840563,-122.437603,$179.00 ,,,$100.00 ,$92.00 ,4,$25.00 
334886,Marina,37.80432485,-122.4460138,$125.00 ,,,$900.00 ,$85.00 ,1,$30.00 
1096497,Marina,37.79792743,-122.4459365,$220.00 ,"$1,374.00 ",,$200.00 ,,2,$50.00 
10948584,Marina,37.79977682,-122.4286952,$90.00 ,,,,,1,$0.00 
10406816,Marina,37.80021503,-122.4266328,"$1,000.00 ",,,,,1,$0.00 
134015,Marina,37.80356039,-122.4258887,$395.00 ,"$2,700.00 ","$8,800.00 ",$500.00 ,$125.00 ,4,$50.00 
1363817,Marina,37.79665236,-122.4351781,$375.00 ,"$2,150.00 ",,$400.00 ,$60.00 ,1,$0.00 
17556152,Marina,37.7999231,-122.4261262,$125.00 ,,,,,1,$0.00 
15649595,Marina,37.79730984,-122.4369084,$114.00 ,,,,,1,$0.00 
11620718,Marina,37.7987426,-122.4250397,$189.00 ,,,$300.00 ,$95.00 ,1,$0.00 
4968197,Marina,37.8009889,-122.4245349,$229.00 ,,,,$30.00 ,1,$0.00 
10765183,Marina,37.80295135,-122.4294871,$125.00 ,,,,$90.00 ,1,$0.00 
13897470,Marina,37.79907926,-122.4378598,$261.00 ,,,$100.00 ,$150.00 ,1,$0.00 
3962831,Marina,37.80442387,-122.4376167,$595.00 ,,,,$100.00 ,4,$0.00 
10882774,Marina,37.80366502,-122.4255701,$195.00 ,,,,,1,$0.00 
16944805,Marina,37.80137796,-122.443687,$440.00 ,,,,,1,$0.00 
14731296,Marina,37.79798604,-122.4290059,$150.00 ,,,,$75.00 ,1,$0.00 
13245558,Marina,37.79757759,-122.4355606,$149.00 ,,,,$40.00 ,1,$0.00 
726620,Marina,37.8019045,-122.4303559,$300.00 ,"$1,200.00 ",,$500.00 ,$20.00 ,1,$0.00 
14930008,Marina,37.79834643,-122.434597,$200.00 ,,,$500.00 ,$150.00 ,1,$0.00 
16242691,Marina,37.80323281,-122.4282862,$300.00 ,,,,$50.00 ,2,$50.00 
4188409,Marina,37.8006604,-122.426651,$100.00 ,$800.00 ,"$2,500.00 ",$150.00 ,$50.00 ,1,$25.00 
16633430,Marina,37.80434895,-122.4451343,$205.00 ,,,$350.00 ,$80.00 ,1,$0.00 
5298102,Marina,37.80192129,-122.4266996,$285.00 ,"$1,600.00 ","$6,000.00 ",,$100.00 ,1,$0.00 
8916505,Marina,37.7970966,-122.4343746,$400.00 ,,,,,1,$0.00 
4097700,Marina,37.79637726,-122.4462711,$220.00 ,,,$200.00 ,,2,$50.00 
4654737,Marina,37.80097733,-122.4390813,$381.00 ,"$2,550.00 ",,$300.00 ,$120.00 ,4,$20.00 
8472083,Marina,37.80258804,-122.4269525,$160.00 ,$900.00 ,,,$30.00 ,2,$30.00 
13239943,Marina,37.79757334,-122.4256508,$131.00 ,,,$200.00 ,,1,$0.00 
7547105,Marina,37.80165639,-122.4462113,$125.00 ,$700.00 ,"$2,700.00 ",,,1,$0.00 
5572169,Marina,37.7987191,-122.4355601,$179.00 ,"$1,200.00 ",,,$40.00 ,1,$0.00 
5631995,Marina,37.80122974,-122.4319851,$164.00 ,,,$500.00 ,,1,$0.00 
624195,Marina,37.80058985,-122.4410457,$190.00 ,,,$200.00 ,,1,$25.00 
16369217,Marina,37.79829277,-122.4345424,$100.00 ,,,,,1,$20.00 
7638083,Marina,37.79710095,-122.434366,$500.00 ,,,,$80.00 ,1,$0.00 
8101297,Marina,37.80193533,-122.4401668,$139.00 ,,,,$10.00 ,1,$0.00 
7696512,Marina,37.80456924,-122.4423466,$279.00 ,,,,,1,$0.00 
4370547,Marina,37.80391282,-122.4303712,$375.00 ,,,,$65.00 ,2,$20.00 
15037276,Marina,37.80363935,-122.425479,$100.00 ,,,,,1,$0.00 
1241029,Marina,37.80365326,-122.4455452,$145.00 ,,,$900.00 ,$100.00 ,1,$35.00 
8187662,Marina,37.80656823,-122.4350094,$178.00 ,"$1,299.00 ","$5,500.00 ",$500.00 ,$89.00 ,1,$29.00 
10038862,Marina,37.80261115,-122.4276393,$109.00 ,,,,,1,$0.00 
4632133,Marina,37.79766371,-122.4253356,$109.00 ,,,$500.00 ,,1,$0.00 
10546734,Marina,37.80356995,-122.4452946,$200.00 ,,,,,1,$0.00 
17720769,Marina,37.79861703,-122.4414258,$89.00 ,,,,,1,$0.00 
3890437,Marina,37.80383751,-122.4375615,$200.00 ,,,$500.00 ,$200.00 ,1,$0.00 
11316711,Marina,37.80147444,-122.4378129,$250.00 ,,,,$110.00 ,2,$25.00 
1615260,Marina,37.80461643,-122.4409448,$475.00 ,,,"$1,000.00 ",$120.00 ,4,$25.00 
1142127,Marina,37.80472641,-122.439115,$125.00 ,,,$500.00 ,$150.00 ,1,$0.00 
9491069,Marina,37.7982329,-122.4283011,$180.00 ,,,,$100.00 ,2,$50.00 
8482537,Marina,37.79951241,-122.4402204,$400.00 ,,,,,1,$0.00 
8054733,Marina,37.79899857,-122.4298372,$220.00 ,,,,$50.00 ,1,$0.00 
13512384,Marina,37.80207602,-122.438011,$397.00 ,,,$500.00 ,$150.00 ,6,$0.00 
9596600,Marina,37.80319429,-122.4256555,$212.00 ,,"$5,900.00 ","$1,000.00 ",$100.00 ,2,$30.00 
7968301,Marina,37.79950236,-122.4314637,$109.00 ,,,,,1,$0.00 
7826323,Marina,37.80149594,-122.4439837,$180.00 ,$925.00 ,"$3,265.00 ",,$50.00 ,2,$50.00 
3615642,Marina,37.80632442,-122.4364859,$150.00 ,$649.00 ,"$2,247.00 ",,$50.00 ,1,$20.00 
10742618,Marina,37.80234202,-122.4271629,"$1,425.00 ",,,,$290.00 ,1,$0.00 
699195,Marina,37.80433091,-122.4346876,$150.00 ,,,$200.00 ,$100.00 ,1,$0.00 
11643674,Marina,37.79834307,-122.4340328,$169.00 ,,,$350.00 ,$60.00 ,2,$25.00 
8170245,Marina,37.80047555,-122.439165,$250.00 ,,,,,1,$0.00 
13346701,Marina,37.80420013,-122.4362173,$175.00 ,,,,$85.00 ,1,$0.00 
4631873,Marina,37.79785833,-122.425715,$99.00 ,,,$500.00 ,,1,$0.00 
16631564,Marina,37.79745693,-122.4369306,$400.00 ,,,$250.00 ,$35.00 ,1,$0.00 
8088445,Marina,37.79941871,-122.4279109,$200.00 ,,,,$50.00 ,1,$0.00 
16542558,Marina,37.79782313,-122.4330806,$200.00 ,,,,$80.00 ,1,$0.00 
12855674,Marina,37.79666113,-122.4322209,$599.00 ,,,$500.00 ,$150.00 ,1,$0.00 
17450796,Marina,37.80229405,-122.4257062,$100.00 ,,,,$30.00 ,1,$0.00 
1566931,Marina,37.80249196,-122.4295247,$75.00 ,,,,$20.00 ,1,$0.00 
2189514,Marina,37.80386571,-122.4294245,$185.00 ,,"$6,450.00 ",$550.00 ,$120.00 ,2,$50.00 
3836021,Marina,37.80352099,-122.42848,$189.00 ,"$1,250.00 ","$3,600.00 ",$190.00 ,$75.00 ,1,$70.00 
2254961,Marina,37.79944318,-122.4278378,$165.00 ,,,,,1,$0.00 
7514189,Marina,37.79923969,-122.4245026,$120.00 ,$920.00 ,"$3,250.00 ",,$50.00 ,1,$0.00 
4040760,Marina,37.79885371,-122.4267617,$249.00 ,,,,$75.00 ,1,$0.00 
7689528,Marina,37.80340043,-122.4400739,$188.00 ,,,$300.00 ,$150.00 ,2,$50.00 
911156,Marina,37.80027909,-122.4258781,$235.00 ,"$1,500.00 ",,$300.00 ,$100.00 ,2,$0.00 
15509213,Marina,37.80311222,-122.4436556,$500.00 ,,,,$195.00 ,1,$0.00 
4958513,Marina,37.80333071,-122.439625,$195.00 ,,,,$110.00 ,1,$0.00 
10898138,Marina,37.80276573,-122.4394104,$800.00 ,,,,$300.00 ,1,$0.00 
7349913,Marina,37.79891382,-122.4334725,$670.00 ,"$2,808.00 ",,$750.00 ,$100.00 ,1,$35.00 
10883260,Marina,37.80142495,-122.4270684,$850.00 ,,,$500.00 ,$100.00 ,1,$0.00 
7562547,Marina,37.80332254,-122.4398226,$350.00 ,,,$350.00 ,$75.00 ,1,$0.00 
681521,Marina,37.79972166,-122.4258803,$130.00 ,$690.00 ,"$3,000.00 ",$150.00 ,,1,$50.00 
15115501,Marina,37.79955093,-122.4381592,$325.00 ,,,,$50.00 ,1,$0.00 
3029597,Marina,37.79703827,-122.4373219,$99.00 ,,,,$20.00 ,1,$0.00 
9791385,Marina,37.79801332,-122.4469426,$300.00 ,,,,,1,$0.00 
7840921,Marina,37.79942414,-122.4328015,"$1,500.00 ",,,,,1,$0.00 
1001422,Marina,37.79709957,-122.4279267,$200.00 ,"$1,200.00 ","$4,000.00 ","$1,000.00 ",$80.00 ,1,$0.00 
746376,Marina,37.80542906,-122.4382626,$300.00 ,,,,$120.00 ,1,$0.00 
17736586,Marina,37.79690929,-122.4374207,$135.00 ,,,,,1,$0.00 
189894,Marina,37.80317808,-122.4297737,$160.00 ,,"$3,000.00 ",$200.00 ,$80.00 ,1,$0.00 
3925424,Marina,37.79839238,-122.4305514,"$2,200.00 ",,,,,1,$0.00 
1598886,Marina,37.79715261,-122.429583,$95.00 ,,,$200.00 ,$65.00 ,1,$0.00 
14427529,Marina,37.79724309,-122.4319387,$250.00 ,,,$500.00 ,$125.00 ,1,$0.00 
14591332,Marina,37.79676524,-122.4313308,$250.00 ,,,$500.00 ,$100.00 ,1,$0.00 
10226935,Marina,37.79921695,-122.4309581,$175.00 ,,,,,1,$0.00 
6476983,Marina,37.80203837,-122.4272837,$165.00 ,,,,$30.00 ,1,$0.00 
582335,Marina,37.80177977,-122.4371871,$949.00 ,"$5,800.00 ",,$750.00 ,$300.00 ,1,$0.00 
10052252,Marina,37.80079256,-122.4432048,$150.00 ,,,$300.00 ,$80.00 ,1,$0.00 
16038601,Marina,37.80245892,-122.4303446,$55.00 ,,,$100.00 ,,1,$0.00 
3843664,Marina,37.80540198,-122.4440049,$300.00 ,,,$150.00 ,$95.00 ,1,$0.00 
2050412,Marina,37.79717647,-122.4323745,$200.00 ,"$1,400.00 ","$3,500.00 ",,$60.00 ,3,$200.00 
14852542,Marina,37.80317143,-122.4273903,$350.00 ,,,$300.00 ,$100.00 ,4,$25.00 
13623709,Marina,37.79864042,-122.4468714,$109.00 ,,,$210.00 ,$18.00 ,1,$42.00 
4022990,Marina,37.7974421,-122.4253537,$129.00 ,,,$500.00 ,,1,$0.00 
2433743,Marina,37.80172959,-122.4262375,$250.00 ,,,$400.00 ,$163.00 ,1,$0.00 
326357,Marina,37.80381919,-122.4422112,$115.00 ,,"$2,100.00 ",$500.00 ,,1,$0.00 
10576099,Marina,37.80268011,-122.4288673,$300.00 ,,,$500.00 ,,2,$25.00 
5804060,Marina,37.79797829,-122.4302264,$205.00 ,"$1,365.00 ","$3,495.00 ",$500.00 ,,2,$25.00 
10756223,Marina,37.79781753,-122.4329906,$400.00 ,,,,$50.00 ,1,$0.00 
1515618,Marina,37.80264394,-122.43811,$349.00 ,"$1,750.00 ","$6,500.00 ",$300.00 ,$125.00 ,2,$10.00 
7921739,Marina,37.80527831,-122.440265,$329.00 ,"$1,800.00 ","$6,500.00 ",$350.00 ,$100.00 ,2,$0.00 
450551,Marina,37.80062297,-122.4286582,$190.00 ,"$1,500.00 ","$5,000.00 ",$250.00 ,$100.00 ,1,$25.00 
13709214,Marina,37.79941384,-122.4368696,$400.00 ,,,$300.00 ,$165.00 ,6,$50.00 
1072287,Marina,37.80323634,-122.4254199,$250.00 ,,,$500.00 ,$150.00 ,2,$50.00 
17587530,Marina,37.8009012,-122.4389524,$127.00 ,,,,$50.00 ,2,$0.00 
3939634,Marina,37.8028969,-122.4344449,$334.00 ,,,$300.00 ,$152.00 ,1,$0.00 
9542976,Marina,37.7994145,-122.4356821,$450.00 ,,,$850.00 ,$149.00 ,4,$0.00 
10837271,Marina,37.80199924,-122.4386602,$500.00 ,,,,,1,$0.00 
12094826,Marina,37.80161344,-122.4273025,$120.00 ,,,$150.00 ,$50.00 ,1,$0.00 
17190249,Marina,37.79698676,-122.4296578,$250.00 ,,,,$80.00 ,2,$50.00 
14813516,Marina,37.80118606,-122.4329309,$500.00 ,,,,,1,$0.00 
17569680,Marina,37.79737922,-122.4288715,$105.00 ,,,,,1,$0.00 
285637,Marina,37.80025321,-122.43342,$325.00 ,"$2,200.00 ","$8,000.00 ",$500.00 ,$75.00 ,4,$0.00 
5250986,Marina,37.80477953,-122.4409978,$225.00 ,,,,$80.00 ,1,$0.00 
12148621,Marina,37.80276836,-122.4401968,$145.00 ,,,$95.00 ,$80.00 ,2,$25.00 
9314178,Marina,37.7966534,-122.4342928,$250.00 ,,,,$50.00 ,1,$0.00 
2645858,Marina,37.80208627,-122.4387027,"$1,200.00 ",,,$750.00 ,$125.00 ,1,$0.00 
10886993,Marina,37.79682777,-122.435112,$600.00 ,,,,,1,$0.00 
14179987,Marina,37.80008847,-122.4428673,$159.00 ,,,,,4,$20.00 
12607119,Marina,37.80389517,-122.4397436,"$1,250.00 ",,,"$1,995.00 ",$295.00 ,6,$0.00 
581216,Marina,37.80171787,-122.4350131,$196.00 ,"$1,295.00 ",,$400.00 ,$100.00 ,2,$25.00 
7003729,Marina,37.79639567,-122.4456414,"$1,500.00 ","$9,500.00 ",,,$250.00 ,1,$0.00 
1482273,Marina,37.79898523,-122.4316029,$295.00 ,"$1,950.00 ","$8,000.00 ",$800.00 ,$100.00 ,1,$0.00 
5413614,Marina,37.79847516,-122.4295093,$264.00 ,,,,$55.00 ,3,$0.00 
16964263,Marina,37.80183817,-122.4371159,$185.00 ,,,,$10.00 ,1,$0.00 
4710201,Marina,37.79984006,-122.425859,$235.00 ,"$1,499.00 ","$3,600.00 ",$150.00 ,$100.00 ,1,$0.00 
200663,Marina,37.79704808,-122.4470677,$190.00 ,"$1,220.00 ",,$200.00 ,$40.00 ,2,$50.00 
10788537,Marina,37.79678258,-122.4445305,"$1,500.00 ",,,,,1,$0.00 
10755267,Marina,37.79945662,-122.4281005,$695.00 ,,,,$100.00 ,1,$0.00 
7953529,Marina,37.80352441,-122.4413746,$400.00 ,,,,$80.00 ,1,$0.00 
11770992,Marina,37.79881381,-122.4438762,$300.00 ,,,"$1,000.00 ",$200.00 ,1,$0.00 
13032072,Marina,37.80447205,-122.4272916,$500.00 ,,,"$1,500.00 ",$200.00 ,4,$25.00 
678525,Marina,37.80112132,-122.4437007,$125.00 ,"$5,300.00 ","$9,995.00 ",$500.00 ,$100.00 ,2,$75.00 
3775090,Marina,37.80228204,-122.4294685,$325.00 ,"$1,850.00 ","$6,000.00 ",,$60.00 ,1,$0.00 
13659922,Marina,37.79703285,-122.4293527,$48.00 ,,,,$40.00 ,1,$0.00 
8410965,Marina,37.79765227,-122.4349342,$122.00 ,,,,$100.00 ,1,$0.00 
13670210,Marina,37.79964851,-122.4385586,$200.00 ,,,"$1,000.00 ",$125.00 ,2,$30.00 
14568764,Marina,37.80413883,-122.4405776,$375.00 ,,,,$50.00 ,1,$0.00 
958188,Marina,37.8052523,-122.4361373,$320.00 ,"$1,820.00 ",,,,1,$0.00 
3560837,Marina,37.79687859,-122.4315439,$350.00 ,,,$500.00 ,$150.00 ,2,$0.00 
13233726,Marina,37.79838218,-122.4282297,$200.00 ,,,$500.00 ,$75.00 ,1,$0.00 
2659694,Marina,37.79857923,-122.431316,$225.00 ,,"$3,500.00 ",$100.00 ,$50.00 ,2,$50.00 
14655353,Marina,37.80167786,-122.4279534,$215.00 ,,,,$80.00 ,2,$20.00 
6571877,Marina,37.79700114,-122.4377644,$325.00 ,,,,$80.00 ,1,$0.00 
9973481,Marina,37.79830095,-122.4249807,$315.00 ,,,,,1,$0.00 
5192066,Marina,37.80304153,-122.4360203,$207.00 ,,,,,1,$0.00 
13998161,Marina,37.80488424,-122.437871,$300.00 ,,,$100.00 ,,1,$0.00 
