id,neighbourhood_cleansed,latitude,longitude,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
10527707,Potrero Hill,37.75955147,-122.4040905,"$2,200.00 ",,,$500.00 ,,6,$0.00 ,2,1125,4 months ago,,0,0,0,0,0,,,,,,,,,,1,
8386721,Potrero Hill,37.76158678,-122.4019315,$550.00 ,,,$300.00 ,$150.00 ,6,$100.00 ,2,1125,2 months ago,,0,0,0,176,33,9/26/2015,12/30/2016,95,9,9,10,10,10,9,1,1.78
6273036,Potrero Hill,37.75487794,-122.4023512,$160.00 ,,,,$71.00 ,1,$0.00 ,30,60,5 days ago,,27,57,87,362,8,6/21/2015,3/23/2017,91,9,9,9,10,9,9,2,0.37
16710475,Potrero Hill,37.75993709,-122.3989888,$150.00 ,,,,$69.00 ,1,$0.00 ,1,1125,6 weeks ago,,21,51,81,356,1,3/23/2017,3/23/2017,100,10,10,10,10,10,10,2,1
10861166,Potrero Hill,37.75809246,-122.4012226,$200.00 ,,,,$75.00 ,1,$0.00 ,1,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
1096273,Potrero Hill,37.75664382,-122.4012724,$190.00 ,"$1,175.00 ",,$400.00 ,$90.00 ,4,$100.00 ,2,7,3 months ago,,2,10,17,99,18,6/17/2013,7/26/2016,91,10,9,10,9,9,9,2,0.39
11909624,Potrero Hill,37.75092325,-122.4011192,$277.00 ,,,$500.00 ,$110.00 ,1,$0.00 ,3,1125,today,,8,35,65,175,13,4/13/2016,1/2/2017,94,10,10,10,9,9,10,1,1.1
10648093,Potrero Hill,37.7620038,-122.3927837,$500.00 ,,,$700.00 ,$150.00 ,6,$100.00 ,2,1125,2 weeks ago,,15,36,66,341,9,10/7/2016,3/2/2017,100,10,10,10,10,10,10,1,1.52
9157104,Potrero Hill,37.76369893,-122.4031912,$575.00 ,,,$800.00 ,$200.00 ,6,$200.00 ,2,1125,7 weeks ago,,0,0,0,7,6,2/8/2016,9/4/2016,97,10,9,10,10,10,10,1,0.43
899499,Potrero Hill,37.75342014,-122.3920084,$211.00 ,,,$350.00 ,$85.00 ,3,$0.00 ,3,13,4 weeks ago,,19,49,79,284,10,4/25/2015,3/21/2017,89,10,9,10,10,8,9,1,0.42
7305114,Potrero Hill,37.76398202,-122.3959747,$260.00 ,"$1,690.00 ","$4,440.00 ",$600.00 ,$260.00 ,3,$80.00 ,3,1125,yesterday,,21,38,68,343,25,8/23/2015,3/11/2017,94,10,10,10,10,10,9,3,1.27
948066,Potrero Hill,37.76243973,-122.4037506,$210.00 ,"$1,200.00 ","$4,300.00 ",$250.00 ,$60.00 ,1,$0.00 ,29,365,9 months ago,,29,59,89,364,44,3/24/2013,11/16/2016,93,10,10,9,10,10,9,1,0.9
440058,Potrero Hill,37.75082161,-122.4008773,$394.00 ,"$2,758.00 ","$8,274.00 ",$550.00 ,$300.00 ,2,$165.00 ,2,180,3 months ago,,0,0,0,0,3,8/18/2012,9/24/2014,100,8,9,10,10,7,9,1,0.05
7386838,Potrero Hill,37.75914688,-122.3954857,$675.00 ,,,"$1,500.00 ",$250.00 ,4,$75.00 ,2,1125,4 days ago,,27,57,87,362,7,7/31/2015,8/13/2016,91,9,9,9,9,10,9,1,0.34
3570383,Potrero Hill,37.75953865,-122.4054003,$125.00 ,,,$200.00 ,$75.00 ,2,$25.00 ,2,1125,4 days ago,,1,3,3,186,95,8/3/2014,3/30/2017,89,9,10,10,10,9,9,1,2.93
7360699,Potrero Hill,37.75843457,-122.4011213,$175.00 ,,,$300.00 ,$90.00 ,2,$15.00 ,4,15,yesterday,,7,17,23,62,48,11/8/2015,2/25/2017,94,10,10,10,10,10,9,1,2.81
14988703,Potrero Hill,37.76266751,-122.3947399,$200.00 ,,,$500.00 ,,1,$0.00 ,7,1125,5 weeks ago,,11,26,49,316,7,9/23/2016,2/2/2017,100,10,10,10,10,10,10,1,1.09
7949624,Potrero Hill,37.75525646,-122.3982669,$125.00 ,$889.00 ,"$3,500.00 ",,$29.00 ,1,$0.00 ,1,27,yesterday,,22,51,78,168,125,9/7/2015,3/24/2017,95,9,10,10,10,9,9,2,6.53
980783,Potrero Hill,37.76460214,-122.4041456,$190.00 ,"$1,150.00 ","$3,950.00 ",$200.00 ,$90.00 ,1,$0.00 ,3,90,6 days ago,,13,43,73,73,130,5/15/2013,2/24/2017,99,10,10,10,10,10,10,1,2.75
9910056,Potrero Hill,37.7626039,-122.3949968,$150.00 ,,,$300.00 ,$50.00 ,2,$20.00 ,2,30,today,,15,32,60,146,86,1/26/2016,3/26/2017,93,10,9,10,10,10,9,1,5.96
1340755,Potrero Hill,37.7613506,-122.3947413,$145.00 ,$904.00 ,"$3,192.00 ",$200.00 ,$100.00 ,1,$30.00 ,2,21,7 weeks ago,,28,58,88,363,23,7/29/2013,10/4/2016,94,9,9,10,10,9,9,1,0.51
9301041,Potrero Hill,37.75260134,-122.3998736,$175.00 ,,,$250.00 ,$85.00 ,2,$75.00 ,3,29,6 weeks ago,,0,0,0,0,31,11/22/2015,2/24/2017,95,10,10,10,10,9,9,1,1.87
1520929,Potrero Hill,37.76054896,-122.4040216,$250.00 ,"$1,325.00 ","$4,995.00 ",$500.00 ,$100.00 ,4,$35.00 ,2,1125,2 weeks ago,,0,21,50,325,44,9/2/2013,12/9/2014,93,10,9,10,10,9,9,1,1.01
17514140,Potrero Hill,37.76035651,-122.3959862,$274.00 ,,,,,1,$0.00 ,1,1125,4 weeks ago,,30,58,88,363,0,,,,,,,,,,1,
10367579,Potrero Hill,37.7652672,-122.4027338,$895.00 ,,,$300.00 ,$200.00 ,1,$0.00 ,2,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
1233002,Potrero Hill,37.75144619,-122.390065,$125.00 ,,,$500.00 ,$100.00 ,1,$0.00 ,4,1125,4 months ago,,0,0,0,183,14,6/11/2013,10/27/2015,90,10,9,10,10,8,9,1,0.3
9440164,Potrero Hill,37.75371108,-122.3987582,$225.00 ,,,,$50.00 ,1,$0.00 ,3,14,3 months ago,,0,0,0,0,1,3/10/2016,3/10/2016,100,10,10,10,10,10,10,1,0.08
516836,Potrero Hill,37.75933372,-122.4036716,$135.00 ,,,,$25.00 ,1,$10.00 ,2,29,2 weeks ago,,9,21,51,316,219,7/1/2012,3/27/2017,96,10,10,10,10,10,10,4,3.78
13652344,Potrero Hill,37.76248797,-122.4011454,$190.00 ,,,$95.00 ,$85.00 ,3,$10.00 ,1,120,3 days ago,,6,16,24,268,58,7/9/2016,3/29/2017,96,10,10,10,10,10,10,1,6.49
10929646,Potrero Hill,37.76225834,-122.3901967,$400.00 ,,,$500.00 ,$80.00 ,1,$0.00 ,3,1125,4 weeks ago,,0,0,0,0,0,,,,,,,,,,1,
10963713,Potrero Hill,37.75715753,-122.3991811,$400.00 ,,,,,1,$0.00 ,1,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,2,
11634732,Potrero Hill,37.75706537,-122.4029676,$200.00 ,,,$250.00 ,$35.00 ,2,$0.00 ,2,1125,3 months ago,,0,0,0,0,12,4/20/2016,8/16/2016,91,9,10,9,8,9,9,2,1.03
14143133,Potrero Hill,37.75413519,-122.4014826,$250.00 ,,,,$100.00 ,4,$50.00 ,3,30,5 days ago,,13,32,49,105,16,8/22/2016,3/22/2017,97,10,10,10,10,9,10,1,2.14
1855096,Potrero Hill,37.76457868,-122.3933537,$190.00 ,,,$200.00 ,$100.00 ,2,$25.00 ,2,29,yesterday,,17,41,68,191,161,11/23/2013,3/23/2017,99,10,10,10,10,10,10,1,3.94
15202859,Potrero Hill,37.75717189,-122.4018795,$65.00 ,,,$200.00 ,,1,$40.00 ,3,14,6 months ago,,0,0,0,0,1,10/7/2016,10/7/2016,100,10,8,10,10,10,10,1,0.17
10553331,Potrero Hill,37.76359444,-122.3879746,"$2,000.00 ",,,,$120.00 ,1,$0.00 ,3,1125,15 months ago,,0,0,0,0,0,,,,,,,,,,1,
10946246,Potrero Hill,37.75905467,-122.398167,"$2,000.00 ",,,,,1,$0.00 ,1,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,2,
10356383,Potrero Hill,37.76232473,-122.3891589,"$2,000.00 ",,,,,1,$0.00 ,1,1125,15 months ago,,0,0,0,0,0,,,,,,,,,,1,
5049541,Potrero Hill,37.76009877,-122.394132,$195.00 ,,,,,1,$0.00 ,1,1125,3 months ago,,0,0,0,0,9,1/24/2015,1/22/2017,89,8,8,9,10,9,8,1,0.34
16256179,Potrero Hill,37.75504534,-122.4008316,$327.00 ,,,$300.00 ,$170.00 ,6,$15.00 ,1,1125,today,,4,11,30,75,12,2/5/2017,3/25/2017,88,9,8,10,10,9,9,1,6.32
3132578,Potrero Hill,37.75593207,-122.4023492,$175.00 ,"$2,000.00 ",,$200.00 ,$50.00 ,1,$0.00 ,3,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
14304773,Potrero Hill,37.76409726,-122.3877482,$224.00 ,,,,$150.00 ,1,$0.00 ,2,1125,yesterday,,5,15,38,136,9,9/11/2016,3/26/2017,100,10,10,10,10,10,10,1,1.32
6473215,Potrero Hill,37.75941494,-122.4018082,$500.00 ,"$1,000.00 ","$3,200.00 ",$300.00 ,$80.00 ,3,$25.00 ,500,1125,5 months ago,,30,60,90,365,10,8/30/2015,12/21/2015,90,9,10,10,10,9,9,4,0.52
839419,Potrero Hill,37.75605662,-122.398885,$350.00 ,"$1,900.00 ",,$350.00 ,$150.00 ,1,$0.00 ,4,30,20 months ago,,0,0,0,0,3,6/18/2013,12/23/2014,100,10,10,10,10,10,10,1,0.06
10456118,Potrero Hill,37.76297109,-122.3947668,$400.00 ,,,,,1,$0.00 ,3,6,15 months ago,,0,0,0,0,0,,,,,,,,,,1,
6554831,Potrero Hill,37.75383046,-122.3924535,$148.00 ,,,,$15.00 ,1,$0.00 ,1,21,yesterday,,0,16,46,291,34,8/15/2015,1/13/2017,92,9,9,10,10,9,9,1,1.71
15176931,Potrero Hill,37.75952761,-122.4027123,$80.00 ,,,,$50.00 ,1,$0.00 ,2,1125,7 weeks ago,,0,0,0,0,3,10/27/2016,10/30/2016,93,8,9,10,10,10,10,4,0.57
13331968,Potrero Hill,37.76110633,-122.3973649,$389.00 ,,,$400.00 ,$100.00 ,3,$50.00 ,3,1125,yesterday,,7,16,46,88,27,6/27/2016,3/22/2017,97,10,9,10,10,10,9,1,2.89
9760253,Potrero Hill,37.76550392,-122.394813,$139.00 ,,,,$89.00 ,4,$65.00 ,2,1125,3 weeks ago,,12,24,38,249,46,2/11/2016,3/13/2017,94,10,9,10,10,9,10,1,3.31
10792386,Potrero Hill,37.75805553,-122.3911791,$250.00 ,,,$500.00 ,$150.00 ,2,$100.00 ,2,7,7 weeks ago,,25,55,85,175,1,7/23/2016,7/23/2016,100,10,10,10,10,10,10,2,0.12
12006,Potrero Hill,37.76341906,-122.3943347,$375.00 ,"$2,000.00 ","$6,000.00 ",$500.00 ,$200.00 ,4,$25.00 ,4,365,today,,27,54,82,357,24,10/18/2011,2/11/2017,93,10,10,9,10,10,9,1,0.36
3205059,Potrero Hill,37.76050206,-122.393553,$155.00 ,,,$180.00 ,$50.00 ,1,$30.00 ,6,28,3 days ago,,23,53,83,335,60,8/22/2014,9/20/2016,96,10,10,10,10,10,9,1,1.88
5205626,Potrero Hill,37.75903408,-122.3965707,$130.00 ,,,,,1,$0.00 ,3,60,2 months ago,,30,60,90,365,0,,,,,,,,,,1,
487019,Potrero Hill,37.75599837,-122.4002235,$210.00 ,"$1,000.00 ","$3,850.00 ",$850.00 ,$80.00 ,5,$25.00 ,4,20,2 weeks ago,,9,13,35,177,15,8/26/2012,8/9/2016,87,9,8,10,9,8,9,1,0.27
17685675,Potrero Hill,37.75718222,-122.3945929,"$10,000.00 ",,,,,1,$0.00 ,1,7,3 weeks ago,,0,0,0,0,0,,,,,,,,,,1,
2943995,Potrero Hill,37.75196912,-122.4022747,$235.00 ,"$1,500.00 ","$5,000.00 ",$300.00 ,$100.00 ,3,$25.00 ,4,365,19 months ago,,0,0,0,0,6,9/7/2015,10/4/2015,96,10,10,10,10,9,9,1,0.31
5630741,Potrero Hill,37.763374,-122.3870892,$345.00 ,"$2,200.00 ","$7,600.00 ",$400.00 ,$170.00 ,4,$40.00 ,2,1125,yesterday,,26,56,86,361,13,4/14/2015,3/28/2017,96,10,9,10,9,10,9,2,0.54
14576360,Potrero Hill,37.75925923,-122.3928591,$120.00 ,,,$200.00 ,$25.00 ,1,$0.00 ,3,8,3 months ago,,23,47,77,77,4,8/21/2016,10/9/2016,100,10,10,10,10,10,10,1,0.53
879326,Potrero Hill,37.76019658,-122.3960119,$700.00 ,,,"$1,000.00 ",$100.00 ,1,$0.00 ,10,1125,6 months ago,,0,0,0,59,1,5/1/2013,5/1/2013,74,8,8,8,8,6,6,1,0.02
699723,Potrero Hill,37.76643765,-122.3958833,$325.00 ,"$1,964.00 ",,$300.00 ,$125.00 ,1,$0.00 ,5,30,2 weeks ago,,12,33,59,334,33,5/22/2013,10/4/2016,97,10,10,10,10,9,10,1,0.7
7859448,Potrero Hill,37.7622435,-122.3967375,$85.00 ,,"$2,600.00 ","$2,500.00 ",$200.00 ,1,$0.00 ,14,1125,4 days ago,,0,11,41,241,1,5/20/2016,5/20/2016,100,10,10,10,10,10,10,1,0.09
11364988,Potrero Hill,37.76471004,-122.395134,$175.00 ,,,,,1,$0.00 ,1,1125,7 months ago,,0,0,0,0,4,3/2/2016,9/19/2016,100,10,10,10,10,10,10,1,0.3
9464416,Potrero Hill,37.75458129,-122.4015754,$370.00 ,,,,$150.00 ,1,$0.00 ,2,1125,8 months ago,,0,0,0,239,0,,,,,,,,,,2,
10283560,Potrero Hill,37.75930657,-122.4016222,$450.00 ,,,"$2,000.00 ",$150.00 ,1,$0.00 ,1,1125,15 months ago,,0,0,0,0,0,,,,,,,,,,1,
13478765,Potrero Hill,37.7549054,-122.4000241,$148.00 ,,,$500.00 ,$25.00 ,1,$0.00 ,7,29,yesterday,,0,0,20,33,8,7/23/2016,2/18/2017,98,10,9,10,10,9,10,2,0.94
4713319,Potrero Hill,37.7599279,-122.3923102,$250.00 ,,"$4,100.00 ",$300.00 ,$100.00 ,2,$0.00 ,30,1125,a week ago,,30,60,90,365,10,12/8/2014,3/28/2017,92,10,9,10,10,9,9,1,0.35
12776465,Potrero Hill,37.75555511,-122.4005629,$90.00 ,,,,,1,$0.00 ,1,1125,11 months ago,,0,0,0,0,0,,,,,,,,,,1,
11659435,Potrero Hill,37.76159242,-122.4046124,$195.00 ,"$1,290.00 ","$3,900.00 ",,$50.00 ,1,$0.00 ,3,1125,a week ago,,8,8,8,8,24,4/5/2016,3/17/2017,93,10,10,10,10,9,9,1,1.98
16587802,Potrero Hill,37.76331305,-122.3952299,$199.00 ,,,,,1,$0.00 ,2,4,a week ago,,10,27,57,147,0,,,,,,,,,,1,
3877462,Potrero Hill,37.76216767,-122.397064,$85.00 ,,,$400.00 ,,1,$25.00 ,5,1125,4 weeks ago,,30,60,90,90,53,8/20/2014,3/11/2017,98,10,10,10,10,10,10,1,1.66
862220,Potrero Hill,37.75658046,-122.4004701,$210.00 ,,"$4,050.00 ","$1,800.00 ",$120.00 ,2,$300.00 ,30,360,today,,18,48,78,168,67,3/12/2013,10/9/2016,99,10,10,10,10,10,9,2,1.36
7055126,Potrero Hill,37.75956554,-122.3947065,$225.00 ,,,$350.00 ,$49.00 ,1,$20.00 ,1,28,2 weeks ago,,26,56,86,178,76,7/30/2015,3/19/2017,97,10,10,10,10,10,10,1,3.72
157476,Potrero Hill,37.7496011,-122.400921,$140.00 ,$750.00 ,,$350.00 ,$45.00 ,1,$35.00 ,1,21,7 weeks ago,,0,0,0,0,17,8/6/2011,2/16/2017,96,9,9,10,10,8,10,1,0.25
598271,Potrero Hill,37.75942516,-122.4039762,$118.00 ,,,,$25.00 ,1,$10.00 ,2,29,today,,15,31,61,325,185,7/31/2012,3/19/2017,96,10,10,10,10,10,9,4,3.25
12093052,Potrero Hill,37.75140352,-122.4002244,$429.00 ,,,,$249.00 ,6,$45.00 ,3,1125,2 weeks ago,,0,11,11,11,5,5/11/2016,8/17/2016,100,10,10,10,10,9,9,1,0.46
273530,Potrero Hill,37.75612324,-122.3996666,$300.00 ,"$2,000.00 ","$4,800.00 ",$500.00 ,$150.00 ,4,$20.00 ,4,10,today,,1,22,22,65,24,11/23/2013,3/3/2017,98,10,10,10,10,10,10,2,0.59
13100768,Potrero Hill,37.75828218,-122.3946217,$375.00 ,,,,$200.00 ,1,$0.00 ,3,11,6 weeks ago,,0,0,0,0,3,6/9/2016,8/24/2016,100,10,10,10,10,10,10,1,0.3
3705206,Potrero Hill,37.76419418,-122.3946437,$260.00 ,"$1,560.00 ","$4,850.00 ",$600.00 ,$230.00 ,2,$80.00 ,3,30,yesterday,,0,0,0,91,19,8/17/2014,6/21/2015,98,10,10,10,10,10,9,3,0.59
8365732,Potrero Hill,37.76062192,-122.389021,"$1,400.00 ",,,,,1,$0.00 ,3,7,19 months ago,,0,0,0,0,0,,,,,,,,,,1,
16137098,Potrero Hill,37.76267602,-122.3900337,$125.00 ,,,$200.00 ,$57.00 ,1,$10.00 ,1,1125,3 days ago,,0,0,27,91,7,11/27/2016,2/12/2017,86,8,8,10,10,9,9,1,1.65
15869244,Potrero Hill,37.75858575,-122.3917679,$150.00 ,,,$500.00 ,$100.00 ,1,$0.00 ,2,7,6 weeks ago,,0,0,0,0,0,,,,,,,,,,1,
10839300,Potrero Hill,37.76225759,-122.3935217,$570.00 ,,,"$1,000.00 ",$250.00 ,4,$50.00 ,2,1125,2 weeks ago,,24,50,80,355,17,5/6/2016,3/3/2017,95,10,9,10,9,10,10,1,1.54
2483405,Potrero Hill,37.75691254,-122.3972923,$459.00 ,,,$750.00 ,$350.00 ,3,$179.00 ,5,364,yesterday,,28,58,88,178,10,5/30/2014,1/20/2017,96,10,10,10,10,9,9,2,0.29
14946094,Potrero Hill,37.75233733,-122.3975385,$130.00 ,,,$95.00 ,$25.00 ,1,$0.00 ,2,5,4 weeks ago,,0,0,0,0,1,9/20/2016,9/20/2016,100,10,10,10,10,6,8,2,0.15
15591362,Potrero Hill,37.75636644,-122.4022954,$210.00 ,,,$500.00 ,$50.00 ,1,$0.00 ,3,25,2 weeks ago,,10,19,42,42,10,12/11/2016,3/1/2017,100,10,10,10,10,10,10,1,2.65
11872179,Potrero Hill,37.7591466,-122.3927268,$111.00 ,,,,,1,$50.00 ,1,20,today,,0,0,0,0,17,3/21/2016,7/31/2016,95,10,10,10,10,10,9,1,1.35
205842,Potrero Hill,37.76487422,-122.3976267,$200.00 ,,,,$80.00 ,3,$0.00 ,1,14,today,,19,38,61,320,488,7/22/2012,3/26/2017,99,10,10,10,10,10,10,4,8.53
25662,Potrero Hill,37.76209502,-122.39544,$125.00 ,$800.00 ,,$300.00 ,$40.00 ,2,$30.00 ,4,180,2 months ago,,17,43,73,318,240,7/17/2010,3/26/2017,95,9,10,10,10,10,9,1,2.94
533627,Potrero Hill,37.76132396,-122.4042142,$780.00 ,,,$500.00 ,$200.00 ,6,$25.00 ,3,1125,2 weeks ago,,4,19,39,266,16,8/11/2012,1/12/2017,99,10,10,10,10,10,9,4,0.28
9225,Potrero Hill,37.76258885,-122.4054306,$150.00 ,"$1,000.00 ","$4,000.00 ",,$50.00 ,1,$0.00 ,1,365,3 days ago,,10,30,60,329,333,10/26/2009,3/24/2017,93,9,9,10,10,9,9,1,3.68
10904518,Potrero Hill,37.76220352,-122.3886172,$199.00 ,,,$500.00 ,$50.00 ,2,$0.00 ,1,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
8151985,Potrero Hill,37.75977061,-122.4009582,$190.00 ,"$1,330.00 ","$4,700.00 ",$200.00 ,$100.00 ,3,$75.00 ,4,30,today,,15,22,50,268,0,,,,,,,,,,2,
4679176,Potrero Hill,37.75855533,-122.3891352,$450.00 ,"$2,800.00 ","$8,750.00 ",$600.00 ,$120.00 ,1,$0.00 ,3,30,yesterday,,20,49,67,67,34,4/25/2015,3/12/2017,99,10,10,10,10,10,10,1,1.44
288213,Potrero Hill,37.75971288,-122.3883334,$190.00 ,$980.00 ,"$4,000.00 ",,$70.00 ,2,$300.00 ,2,365,today,,6,19,31,196,109,2/5/2012,3/10/2017,98,10,10,10,10,10,10,1,1.74
14198253,Potrero Hill,37.76609722,-122.3974792,$219.00 ,,,$500.00 ,$40.00 ,2,$100.00 ,2,30,3 days ago,,0,0,12,12,8,10/26/2016,3/18/2017,95,10,10,10,10,10,9,1,1.51
2483665,Potrero Hill,37.76238325,-122.4036864,$159.00 ,,,,$150.00 ,2,$30.00 ,2,1125,5 weeks ago,,3,28,51,314,20,5/28/2016,3/30/2017,96,10,10,10,10,10,10,1,1.94
16383490,Potrero Hill,37.75804926,-122.4011697,$79.00 ,,,,$50.00 ,1,$0.00 ,3,15,yesterday,,0,0,2,2,1,1/20/2017,1/20/2017,100,10,8,10,10,10,10,4,0.41
631658,Potrero Hill,37.75926254,-122.4044216,$280.00 ,,,$100.00 ,$25.00 ,2,$10.00 ,2,21,today,,9,18,47,310,24,9/20/2012,2/15/2017,93,10,10,10,10,10,9,4,0.43
14688907,Potrero Hill,37.7568934,-122.3960361,$500.00 ,,,$450.00 ,$150.00 ,5,$100.00 ,2,1125,today,,16,44,74,118,3,10/6/2016,1/16/2017,100,10,10,10,10,10,9,1,0.5
2508480,Potrero Hill,37.75637088,-122.4004607,$99.00 ,,,,$20.00 ,2,$35.00 ,5,30,yesterday,,9,39,60,321,155,3/18/2014,3/3/2017,96,10,10,10,10,9,9,2,4.18
10783339,Potrero Hill,37.75902528,-122.3908855,$125.00 ,,,$250.00 ,$40.00 ,2,$50.00 ,1,1125,4 months ago,,0,0,0,0,8,4/9/2016,1/2/2017,100,10,10,10,10,10,10,1,0.67
42577,Potrero Hill,37.75447178,-122.3881318,$135.00 ,,"$4,500.00 ",,$205.00 ,4,$50.00 ,30,1125,5 days ago,,0,24,27,252,1,2/28/2014,2/28/2014,80,8,10,10,8,8,10,25,0.03
6743606,Potrero Hill,37.75826358,-122.3919632,$235.00 ,"$1,400.00 ",,$100.00 ,$50.00 ,1,$0.00 ,1,1125,4 weeks ago,,0,5,10,169,9,6/21/2015,10/18/2015,100,10,10,10,10,10,9,1,0.41
8184928,Potrero Hill,37.76053873,-122.4039577,$110.00 ,,,$500.00 ,$80.00 ,2,$50.00 ,1,999,1 week ago,,0,0,0,0,12,9/23/2015,8/8/2016,98,10,10,10,10,10,10,3,0.65
17031728,Potrero Hill,37.76198725,-122.4033045,$400.00 ,,,,,1,$0.00 ,7,22,2 months ago,,0,0,1,84,0,,,,,,,,,,1,
1533378,Potrero Hill,37.75849393,-122.4013485,$95.00 ,,,,$10.00 ,2,$20.00 ,1,30,today,,0,7,37,37,258,8/19/2013,3/13/2017,94,10,9,10,10,9,9,1,5.85
11421711,Potrero Hill,37.75948454,-122.3965462,$125.00 ,,,$300.00 ,$50.00 ,1,$0.00 ,5,1125,3 days ago,,10,40,70,331,24,3/4/2016,3/21/2017,95,10,9,10,10,10,10,2,1.82
9739048,Potrero Hill,37.76502245,-122.4021627,$150.00 ,,,$400.00 ,$200.00 ,2,$15.00 ,2,10,a week ago,,0,0,0,9,1,1/27/2017,1/27/2017,100,10,10,10,10,10,10,1,0.45
8626432,Potrero Hill,37.75832177,-122.3948897,$200.00 ,,,$200.00 ,$60.00 ,1,$0.00 ,2,1125,2 months ago,,0,0,0,0,4,5/22/2016,2/4/2017,100,10,10,10,10,10,10,1,0.38
2770561,Potrero Hill,37.75726138,-122.3937119,$80.00 ,$800.00 ,"$2,800.00 ",,$30.00 ,1,$20.00 ,2,1125,4 weeks ago,,0,0,20,250,86,4/30/2014,3/3/2017,95,10,9,10,10,10,9,2,2.41
3465396,Potrero Hill,37.7622571,-122.3963785,$120.00 ,$700.00 ,"$2,500.00 ",,$30.00 ,1,$30.00 ,7,1125,5 weeks ago,,30,60,90,365,1,9/19/2015,9/19/2015,100,10,10,10,10,10,8,1,0.05
15504145,Potrero Hill,37.76158761,-122.4026227,$500.00 ,,,,$125.00 ,1,$0.00 ,7,30,4 months ago,,0,0,0,0,1,12/26/2016,12/26/2016,100,10,10,10,10,10,10,1,0.31
10854509,Potrero Hill,37.75249649,-122.3997799,"$1,500.00 ",,,,$200.00 ,1,$0.00 ,1,1125,13 months ago,,30,60,90,365,0,,,,,,,,,,1,
2770268,Potrero Hill,37.75983431,-122.3965963,$100.00 ,$800.00 ,"$2,800.00 ",,$30.00 ,1,$20.00 ,2,1125,5 days ago,,21,51,81,326,95,4/16/2014,3/26/2017,93,9,9,10,10,9,9,2,2.63
6691495,Potrero Hill,37.75149047,-122.3989173,$80.00 ,,,,$15.00 ,1,$35.00 ,3,1125,3 weeks ago,,4,4,4,4,0,,,,,,,,,,1,
15803552,Potrero Hill,37.75840024,-122.3924571,$95.00 ,,,,$20.00 ,1,$15.00 ,3,21,3 weeks ago,,21,50,76,76,4,12/5/2016,3/4/2017,95,10,10,10,9,10,10,1,1.01
17031131,Potrero Hill,37.7616085,-122.3940674,$132.00 ,,,"$1,000.00 ",$125.00 ,2,$50.00 ,14,60,2 days ago,,28,49,78,78,0,,,,,,,,,,1,
6163821,Potrero Hill,37.75538942,-122.3972996,$146.00 ,$885.00 ,"$2,850.00 ",,$45.00 ,2,$25.00 ,1,1125,4 days ago,,3,18,41,118,99,5/2/2015,3/28/2017,97,10,10,10,10,10,10,3,4.23
12311938,Potrero Hill,37.75766314,-122.4008295,$130.00 ,,,$200.00 ,$75.00 ,1,$0.00 ,5,21,yesterday,,13,36,59,59,13,5/27/2016,1/13/2017,97,10,10,10,10,10,10,1,1.25
15195497,Potrero Hill,37.76013959,-122.3910041,$150.00 ,,,,$75.00 ,1,$0.00 ,1,29,2 days ago,,1,1,4,4,1,3/15/2017,3/15/2017,100,10,8,10,10,10,10,1,1
2022751,Potrero Hill,37.75515744,-122.3886671,$800.00 ,"$2,400.00 ","$6,000.00 ",,$100.00 ,1,$0.00 ,2,7,7 months ago,,28,58,88,88,13,1/2/2014,1/10/2017,100,10,10,10,10,9,10,1,0.33
11607373,Potrero Hill,37.76247714,-122.3872144,$80.00 ,,,,,1,$0.00 ,3,1125,12 months ago,,0,0,0,0,3,4/1/2016,4/14/2016,100,10,10,10,10,10,10,1,0.25
17940599,Potrero Hill,37.76058371,-122.3878696,$70.00 ,,,,,1,$0.00 ,5,60,4 days ago,,26,26,31,31,0,,,,,,,,,,1,
150848,Potrero Hill,37.76199539,-122.3939147,$75.00 ,,,$200.00 ,$30.00 ,1,$0.00 ,3,5,2 weeks ago,,0,0,0,152,147,9/6/2011,3/27/2017,99,10,10,10,10,10,10,1,2.17
252867,Potrero Hill,37.75888607,-122.395388,$295.00 ,"$1,500.00 ",,$500.00 ,$100.00 ,4,$25.00 ,6,21,2 months ago,,0,0,0,110,14,1/3/2012,8/7/2016,99,10,9,10,10,10,10,1,0.22
24463,Potrero Hill,37.75644595,-122.3991023,$146.00 ,"$1,021.00 ","$3,200.00 ",$500.00 ,$80.00 ,2,$25.00 ,2,29,today,,19,49,79,79,199,5/31/2010,3/10/2017,97,10,10,10,10,10,9,2,2.39
3378522,Potrero Hill,37.76155637,-122.4028069,$250.00 ,"$1,500.00 ",,$500.00 ,$100.00 ,4,$50.00 ,2,20,10 months ago,,0,0,0,0,8,7/22/2014,8/9/2015,100,10,10,10,10,10,9,1,0.24
