id,neighbourhood_cleansed,latitude,longitude,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
5146120,Outer Sunset,37.76233577,-122.481655,$60.00 ,,,,,1,$20.00 ,1,60,yesterday,,27,46,58,58,98,3/8/2015,3/6/2017,77,8,6,9,9,9,8,4,3.88
2980184,Outer Sunset,37.75173631,-122.4772342,$250.00 ,,"$4,500.00 ","$1,000.00 ",$100.00 ,1,$0.00 ,30,120,4 months ago,,0,0,13,288,5,10/1/2014,7/22/2016,90,10,10,10,10,9,8,1,0.16
2221057,Outer Sunset,37.74663231,-122.504868,$135.00 ,"$1,000.00 ","$2,300.00 ",$95.00 ,$65.00 ,2,$20.00 ,4,31,a week ago,,7,13,20,59,37,12/2/2015,3/28/2017,97,10,10,10,10,10,10,1,2.27
15805626,Outer Sunset,37.76281279,-122.5059802,$89.00 ,,,$150.00 ,$30.00 ,1,$10.00 ,3,1125,3 weeks ago,,17,47,77,77,0,,,,,,,,,,1,
7054235,Outer Sunset,37.75853313,-122.5050631,$99.00 ,$452.00 ,"$1,596.00 ",$500.00 ,$78.00 ,1,$10.00 ,3,29,a week ago,,15,27,42,108,40,7/12/2015,3/28/2017,94,10,10,10,10,9,9,1,1.9
4482478,Outer Sunset,37.75384183,-122.5007563,$275.00 ,,,$400.00 ,$90.00 ,4,$40.00 ,2,30,today,,15,38,64,126,41,9/21/2015,3/23/2017,98,10,10,10,10,10,10,2,2.2
2614717,Outer Sunset,37.75457221,-122.4833138,$89.00 ,$600.00 ,"$1,950.00 ",,,1,$9.00 ,7,30,3 weeks ago,,30,60,90,365,9,4/5/2014,9/7/2016,95,10,9,10,10,9,9,1,0.25
1860452,Outer Sunset,37.76530467,-122.4787629,$100.00 ,,,,,2,$80.00 ,3,90,6 weeks ago,,25,25,55,330,1,8/7/2016,8/7/2016,100,10,10,10,10,10,10,1,0.13
11592372,Outer Sunset,37.76182384,-122.5046155,$215.00 ,,,,$65.00 ,4,$20.00 ,2,5,3 weeks ago,,3,6,36,36,13,3/23/2016,12/31/2016,97,10,10,10,10,9,9,1,1.04
2368133,Outer Sunset,37.75231819,-122.4847569,$79.00 ,,,,,1,$0.00 ,1,1125,5 months ago,,0,0,0,177,3,7/1/2014,8/10/2015,100,10,10,10,10,10,10,1,0.09
13220623,Outer Sunset,37.76192004,-122.4974066,$175.00 ,,,,$85.00 ,3,$0.00 ,2,10,2 days ago,,3,7,17,66,44,8/14/2016,3/25/2017,99,10,10,10,10,10,10,1,5.69
13623892,Outer Sunset,37.75135188,-122.4923106,$180.00 ,,,$300.00 ,$100.00 ,6,$25.00 ,2,25,4 weeks ago,,5,17,32,32,42,7/3/2016,3/17/2017,91,9,9,10,9,9,9,1,4.6
2944843,Outer Sunset,37.75488066,-122.4949597,$100.00 ,$600.00 ,"$2,000.00 ",$200.00 ,$40.00 ,2,$25.00 ,1,29,today,,6,19,45,301,188,5/10/2014,3/29/2017,95,10,10,10,10,9,9,1,5.33
9242011,Outer Sunset,37.75582148,-122.4913329,$88.00 ,,,,$10.00 ,1,$20.00 ,1,1125,3 months ago,,30,60,90,355,26,11/9/2015,3/19/2017,97,10,10,10,10,9,10,2,1.53
10920346,Outer Sunset,37.74602431,-122.4935148,$600.00 ,,,,,1,$0.00 ,1,1125,never,,30,60,90,365,0,,,,,,,,,,2,
565650,Outer Sunset,37.75265534,-122.4906412,$128.00 ,$972.00 ,"$3,537.00 ",$150.00 ,$100.00 ,2,$20.00 ,14,360,5 days ago,,0,0,0,213,1,4/24/2015,4/24/2015,100,10,10,10,10,6,8,1,0.04
16916790,Outer Sunset,37.76296351,-122.4785408,$300.00 ,,,$299.00 ,$175.00 ,3,$25.00 ,3,1125,today,,14,14,19,19,9,2/7/2017,3/28/2017,98,10,10,10,10,9,9,1,4.91
10379560,Outer Sunset,37.75103429,-122.5065083,$100.00 ,,,$100.00 ,$50.00 ,1,$0.00 ,1,1125,2 weeks ago,,24,51,65,179,31,6/19/2016,3/23/2017,94,10,10,10,10,9,9,1,3.23
17408793,Outer Sunset,37.75688031,-122.4866512,$139.00 ,,,,$70.00 ,1,$0.00 ,1,24,today,,8,18,36,73,2,3/24/2017,3/27/2017,100,10,10,10,10,10,9,1,2
7259606,Outer Sunset,37.76087331,-122.5059146,$60.00 ,,,$200.00 ,$40.00 ,1,$0.00 ,2,1125,today,,16,46,76,347,21,8/8/2015,12/9/2016,87,9,9,9,9,9,9,3,1.04
6955160,Outer Sunset,37.7482926,-122.4806174,$125.00 ,$850.00 ,,$500.00 ,$45.00 ,1,$0.00 ,100,1125,3 months ago,,30,60,90,365,4,7/14/2015,9/27/2015,70,8,10,10,10,8,8,1,0.19
6557736,Outer Sunset,37.74895975,-122.4924026,$72.00 ,$400.00 ,,$150.00 ,$45.00 ,2,$40.00 ,2,10,yesterday,,9,22,33,270,110,6/9/2015,3/20/2017,96,10,10,10,10,9,10,3,4.97
1351783,Outer Sunset,37.75730065,-122.4848312,$47.00 ,$330.00 ,"$1,400.00 ",,,1,$0.00 ,30,1125,3 months ago,,0,0,0,244,38,9/1/2013,2/26/2017,96,10,9,10,10,9,9,1,0.87
2302408,Outer Sunset,37.76282214,-122.4817188,$105.00 ,$850.00 ,"$2,500.00 ",$100.00 ,$75.00 ,1,$0.00 ,30,60,2 months ago,,0,0,30,120,39,7/5/2014,2/18/2017,97,10,10,10,10,10,9,1,1.17
14426130,Outer Sunset,37.75930319,-122.5036574,$75.00 ,,,,$25.00 ,1,$25.00 ,1,7,yesterday,,7,29,52,319,54,8/21/2016,3/30/2017,100,10,10,10,10,10,10,2,7.2
14089470,Outer Sunset,37.75968422,-122.4919175,$148.00 ,,,$200.00 ,$35.00 ,1,$0.00 ,3,6,6 months ago,,30,60,90,90,1,8/9/2016,8/9/2016,100,10,10,10,10,10,10,1,0.13
4013746,Outer Sunset,37.75085367,-122.4789613,$145.00 ,,,$150.00 ,$30.00 ,3,$0.00 ,2,28,today,,8,11,18,55,140,9/21/2014,3/30/2017,96,10,10,10,10,9,9,1,4.54
14474493,Outer Sunset,37.74831585,-122.4990432,$80.00 ,,,,$20.00 ,1,$0.00 ,1,14,3 days ago,,27,57,87,178,1,3/21/2017,3/21/2017,100,10,10,10,10,10,10,1,1
15769794,Outer Sunset,37.75970258,-122.4853378,$130.00 ,,,$100.00 ,$50.00 ,2,$10.00 ,1,28,4 months ago,,16,42,72,325,26,11/8/2016,3/29/2017,85,9,9,9,9,9,9,2,5.34
1036276,Outer Sunset,37.74799421,-122.4859451,$89.00 ,$618.00 ,"$2,468.00 ",$500.00 ,$85.00 ,1,$30.00 ,10,365,a week ago,,0,0,13,288,14,5/4/2013,8/10/2016,84,9,9,10,10,9,8,5,0.29
16441272,Outer Sunset,37.74977069,-122.5002266,$150.00 ,,,,$100.00 ,1,$50.00 ,4,1125,2 weeks ago,,1,31,61,123,1,2/5/2017,2/5/2017,100,10,10,10,10,10,10,1,0.53
15437132,Outer Sunset,37.75919657,-122.4994659,$180.00 ,,,$800.00 ,$100.00 ,1,$0.00 ,1,1125,4 weeks ago,,0,0,0,85,5,11/26/2016,3/25/2017,100,10,10,10,10,10,10,1,1.17
727866,Outer Sunset,37.7478056,-122.5031612,$153.00 ,$960.00 ,"$3,400.00 ",,$50.00 ,1,$10.00 ,1,29,2 weeks ago,,12,33,63,331,292,10/16/2012,3/18/2017,97,10,10,10,10,9,10,1,5.37
2513786,Outer Sunset,37.76441671,-122.4879486,$120.00 ,,,,,1,$0.00 ,1,3,18 months ago,,0,0,0,0,1,10/4/2015,10/4/2015,80,10,10,10,10,10,8,1,0.05
10923835,Outer Sunset,37.7461817,-122.4895545,$84.00 ,,,$200.00 ,$60.00 ,2,$15.00 ,2,1125,2 days ago,,11,26,44,295,80,2/8/2016,3/26/2017,91,9,9,10,10,9,9,1,5.71
10328918,Outer Sunset,37.75425055,-122.4939235,$149.00 ,,,$949.00 ,$79.00 ,2,$29.00 ,1,28,3 days ago,,29,59,89,361,10,5/15/2016,1/1/2017,80,8,8,9,9,9,8,6,0.93
13654824,Outer Sunset,37.75384845,-122.4928673,$118.00 ,,,$150.00 ,$35.00 ,1,$0.00 ,1,14,today,,1,16,21,74,0,,,,,,,,,,1,
10984190,Outer Sunset,37.76416288,-122.4784693,$80.00 ,$630.00 ,,$315.00 ,$50.00 ,1,$0.00 ,1,1125,today,,27,43,73,323,27,4/5/2016,3/5/2017,93,10,9,9,10,9,9,2,2.23
14686922,Outer Sunset,37.75950771,-122.4981008,$275.00 ,,,,$75.00 ,1,$0.00 ,2,1125,a week ago,,7,7,16,73,7,9/12/2016,3/20/2017,100,10,10,10,10,10,10,1,1.03
14360316,Outer Sunset,37.76083434,-122.5076299,$200.00 ,,,,,1,$0.00 ,1,1125,never,,29,59,89,364,0,,,,,,,,,,1,
2956406,Outer Sunset,37.75793566,-122.4895361,$99.00 ,$660.00 ,,,,1,$0.00 ,2,21,2 days ago,,5,11,15,232,258,5/10/2014,3/31/2017,97,10,10,10,10,10,10,2,7.31
3759246,Outer Sunset,37.75574653,-122.4791684,$99.00 ,$750.00 ,"$3,000.00 ",,$25.00 ,1,$0.00 ,1,28,6 days ago,,4,10,10,10,135,8/6/2014,3/19/2017,93,9,10,10,10,9,9,1,4.17
1645712,Outer Sunset,37.74808849,-122.4866984,$129.00 ,$898.00 ,"$3,550.00 ",$500.00 ,$75.00 ,1,$30.00 ,10,365,a week ago,,30,60,90,365,9,9/14/2014,10/1/2015,82,9,9,9,9,9,8,5,0.29
4933787,Outer Sunset,37.75553114,-122.4830735,$99.00 ,$650.00 ,,,$40.00 ,1,$15.00 ,3,1125,today,,18,48,78,78,11,1/5/2015,4/9/2016,91,10,9,10,10,9,9,3,0.4
10902600,Outer Sunset,37.76249129,-122.5056433,$96.00 ,,,,$45.00 ,1,$0.00 ,4,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
251792,Outer Sunset,37.75497185,-122.4895633,$395.00 ,"$2,400.00 ","$8,000.00 ",$500.00 ,$150.00 ,6,$50.00 ,2,365,3 months ago,,0,0,0,27,3,12/27/2011,8/13/2013,96,9,10,10,10,9,9,1,0.05
14538591,Outer Sunset,37.76310047,-122.5032012,$85.00 ,,,$100.00 ,$75.00 ,2,$0.00 ,1,365,2 weeks ago,,8,8,12,12,2,2/26/2017,3/4/2017,100,10,10,10,10,10,10,1,1.67
17438541,Outer Sunset,37.75406474,-122.4860963,$180.00 ,,,,$59.00 ,2,$40.00 ,1,1125,yesterday,,0,0,1,1,0,,,,,,,,,,5,
15568442,Outer Sunset,37.75951237,-122.483706,$100.00 ,,,,$15.00 ,1,$0.00 ,1,10,5 months ago,,29,59,88,88,0,,,,,,,,,,1,
6117147,Outer Sunset,37.75318463,-122.5009914,$135.00 ,$650.00 ,,,$50.00 ,2,$50.00 ,2,21,a week ago,,17,41,71,317,50,6/19/2015,3/11/2017,98,10,10,10,10,9,10,1,2.29
15097577,Outer Sunset,37.75545762,-122.492811,$39.00 ,,,$349.00 ,$25.00 ,1,$0.00 ,1,28,3 days ago,,23,48,75,330,19,9/19/2016,3/31/2017,89,9,9,10,10,9,9,6,2.91
16336782,Outer Sunset,37.76290304,-122.4890601,$189.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,3,30,a week ago,,23,53,83,83,2,2/6/2017,3/22/2017,100,10,10,10,10,9,10,1,1.07
11605753,Outer Sunset,37.75841668,-122.5069614,$345.00 ,,,$250.00 ,$150.00 ,4,$50.00 ,3,1125,6 months ago,,30,60,83,354,18,4/5/2016,3/19/2017,92,9,9,9,9,9,9,2,1.49
4921641,Outer Sunset,37.75751431,-122.4812679,$72.00 ,$450.00 ,"$1,800.00 ",,$100.00 ,1,$0.00 ,7,365,yesterday,,0,0,30,305,0,,,,,,,,,,4,
13293285,Outer Sunset,37.75703195,-122.4893938,$90.00 ,,,$100.00 ,$35.00 ,1,$0.00 ,1,1125,a week ago,,19,28,28,176,77,6/11/2016,3/26/2017,97,10,10,10,10,10,9,2,7.8
15177421,Outer Sunset,37.75585356,-122.4876854,$185.00 ,,,,$49.00 ,1,$0.00 ,1,1125,5 weeks ago,,0,0,0,38,1,1/1/2017,1/1/2017,100,10,10,10,10,10,10,1,0.33
2016198,Outer Sunset,37.74575346,-122.5003228,$91.00 ,$790.00 ,"$2,247.00 ",$150.00 ,$30.00 ,2,$25.00 ,1,30,today,,10,27,41,120,138,2/1/2014,3/26/2017,90,10,9,9,9,9,9,1,3.58
14013818,Outer Sunset,37.75827965,-122.4871302,$89.00 ,,,,$30.00 ,1,$0.00 ,1,28,2 days ago,,14,31,31,31,63,7/23/2016,3/8/2017,94,10,10,10,10,10,9,1,7.44
2430258,Outer Sunset,37.74648508,-122.5060137,$195.00 ,,,$200.00 ,$156.00 ,4,$20.00 ,2,1125,4 months ago,,0,0,0,0,111,3/8/2014,12/7/2016,93,10,9,9,9,9,9,1,2.97
10734875,Outer Sunset,37.76091937,-122.5084767,$100.00 ,,,,,1,$0.00 ,1,1125,6 months ago,,30,60,90,365,11,6/19/2016,11/14/2016,100,10,9,10,10,10,10,1,1.15
6494663,Outer Sunset,37.74950011,-122.4916428,$75.00 ,$540.00 ,,$150.00 ,$45.00 ,2,$40.00 ,2,10,3 days ago,,10,19,27,260,135,6/5/2015,3/29/2017,96,10,10,10,10,9,9,3,6.06
7247746,Outer Sunset,37.76257909,-122.5082166,$95.00 ,,,$200.00 ,$40.00 ,1,$25.00 ,2,30,today,,18,43,73,343,45,8/7/2015,3/7/2017,86,9,9,9,9,9,9,3,2.23
4959980,Outer Sunset,37.75612798,-122.4845582,$190.00 ,,,,$80.00 ,3,$15.00 ,2,28,today,,13,26,55,133,149,1/20/2015,3/28/2017,90,9,9,10,10,9,9,3,5.56
15521505,Outer Sunset,37.75922179,-122.4892894,$70.00 ,,,$100.00 ,$35.00 ,1,$25.00 ,1,1125,4 months ago,,0,0,0,0,0,,,,,,,,,,3,
14981466,Outer Sunset,37.75300153,-122.4907264,$89.00 ,,,,$30.00 ,1,$10.00 ,1,1125,3 weeks ago,,0,24,52,317,11,10/28/2016,3/28/2017,98,10,10,10,10,10,10,2,2.1
13349101,Outer Sunset,37.75870617,-122.480865,$139.00 ,,,$300.00 ,$95.00 ,1,$0.00 ,2,30,3 weeks ago,,14,21,51,82,14,7/21/2016,3/26/2017,93,9,10,10,10,10,10,1,1.64
11013337,Outer Sunset,37.74832572,-122.4823091,$189.00 ,,,,$135.00 ,1,$0.00 ,1,1125,today,,15,43,73,343,57,2/16/2016,3/23/2017,96,10,10,10,10,9,10,1,4.15
11458867,Outer Sunset,37.75349697,-122.4982988,$120.00 ,,,,,1,$0.00 ,1,1125,6 months ago,,30,60,90,365,0,,,,,,,,,,1,
1087433,Outer Sunset,37.75604782,-122.481312,$72.00 ,$500.00 ,"$1,850.00 ",,$100.00 ,1,$0.00 ,7,360,yesterday,,0,0,30,305,0,,,,,,,,,,4,
1087427,Outer Sunset,37.75655262,-122.4799019,$75.00 ,$500.00 ,"$1,800.00 ",,$100.00 ,1,$0.00 ,7,30,yesterday,,0,0,27,302,0,,,,,,,,,,4,
10193457,Outer Sunset,37.74666219,-122.5007152,$140.00 ,,,$150.00 ,$85.00 ,3,$35.00 ,3,14,a week ago,,2,4,27,288,48,1/14/2016,3/28/2017,92,9,9,10,10,9,9,1,3.24
15422138,Outer Sunset,37.75515467,-122.5072851,$45.00 ,,,,,1,$0.00 ,30,180,3 days ago,,2,32,62,93,26,11/20/2016,2/21/2017,96,10,9,10,10,10,10,7,5.82
16536186,Outer Sunset,37.76122372,-122.4838492,$38.00 ,,,,$10.00 ,1,$10.00 ,1,7,today,,0,0,7,7,6,1/20/2017,2/18/2017,93,10,9,10,9,9,9,2,2.47
17322617,Outer Sunset,37.7577078,-122.4886854,$89.00 ,,,,,1,$0.00 ,1,1125,3 days ago,,15,24,46,309,9,2/20/2017,3/19/2017,89,9,9,10,9,9,9,1,6.43
15422049,Outer Sunset,37.75494928,-122.5077607,$40.00 ,,,,,1,$0.00 ,30,60,3 days ago,,0,0,0,0,21,12/4/2016,2/26/2017,95,10,9,10,10,9,9,7,5.25
7309852,Outer Sunset,37.7640359,-122.479416,$179.00 ,,,$500.00 ,$110.00 ,2,$25.00 ,3,21,today,,15,28,58,105,34,8/24/2015,3/31/2017,97,10,10,10,10,10,10,2,1.73
13965558,Outer Sunset,37.75534584,-122.5078353,$75.00 ,,,,,1,$10.00 ,30,90,3 days ago,,30,60,90,152,32,9/10/2016,2/25/2017,94,9,9,10,10,10,10,7,4.68
1644684,Outer Sunset,37.75970644,-122.5092201,$191.00 ,"$1,200.00 ",,$100.00 ,$100.00 ,3,$45.00 ,4,365,5 days ago,,30,60,90,365,38,9/21/2013,10/11/2016,95,10,9,9,10,10,9,2,0.88
15706693,Outer Sunset,37.7619372,-122.4807514,$200.00 ,,,,$50.00 ,4,$10.00 ,1,1125,today,,0,2,12,15,48,11/26/2016,3/30/2017,95,10,10,10,10,10,10,2,11.25
11048603,Outer Sunset,37.76424483,-122.5017353,$108.00 ,,,,,1,$0.00 ,1,1125,14 months ago,,0,0,0,0,0,,,,,,,,,,1,
13096530,Outer Sunset,37.75196243,-122.4995199,$150.00 ,,,,$15.00 ,1,$0.00 ,1,1125,3 weeks ago,,0,0,30,305,36,5/22/2016,1/22/2017,88,9,9,9,9,9,9,3,3.42
1725853,Outer Sunset,37.74732785,-122.489515,$129.00 ,,,$175.00 ,$75.00 ,1,$20.00 ,2,1125,2 days ago,,4,12,27,232,260,10/5/2013,3/22/2017,96,10,10,10,10,9,9,1,6.11
9998879,Outer Sunset,37.75503677,-122.5089988,$240.00 ,,,$200.00 ,$70.00 ,1,$0.00 ,3,30,today,,29,55,71,144,6,1/13/2016,3/26/2017,100,10,10,10,10,10,10,1,0.4
8801747,Outer Sunset,37.75791112,-122.5073321,$69.00 ,,,,$15.00 ,1,$10.00 ,1,1125,4 days ago,,0,0,3,3,14,11/27/2016,3/15/2017,93,10,9,10,10,10,10,2,3.31
17266737,Outer Sunset,37.76299475,-122.4964706,$125.00 ,,,,$50.00 ,1,$0.00 ,2,1125,4 days ago,,13,41,69,153,4,2/25/2017,3/26/2017,100,10,10,10,10,10,10,1,3.24
6080799,Outer Sunset,37.74671336,-122.5066792,$95.00 ,,,,$60.00 ,2,$50.00 ,2,1125,4 days ago,,4,9,15,201,18,7/14/2016,3/16/2017,96,10,9,10,10,9,10,1,2.05
15009918,Outer Sunset,37.75414325,-122.4932435,$45.00 ,,,$499.00 ,$21.00 ,1,$25.00 ,1,28,2 days ago,,30,60,90,355,5,2/12/2017,4/1/2017,96,10,9,10,10,10,9,6,3
6015077,Outer Sunset,37.74699717,-122.5066761,$199.00 ,,,,$160.00 ,4,$20.00 ,1,1125,3 months ago,,3,7,11,165,71,12/18/2015,3/14/2017,95,10,9,10,9,9,9,1,4.51
9327560,Outer Sunset,37.76009816,-122.500041,$79.00 ,,,,,1,$25.00 ,3,1125,7 weeks ago,,30,60,90,179,1,5/31/2016,5/31/2016,100,10,10,10,10,10,10,1,0.1
17172552,Outer Sunset,37.74729963,-122.5022042,$200.00 ,,,,$50.00 ,4,$35.00 ,2,4,3 weeks ago,,2,2,2,25,0,,,,,,,,,,1,
14052285,Outer Sunset,37.75404419,-122.5075749,$85.00 ,,,,,1,$10.00 ,30,90,3 days ago,,30,60,90,152,36,10/31/2016,2/20/2017,93,9,9,10,10,10,9,7,7.01
13636462,Outer Sunset,37.76056765,-122.4771763,$175.00 ,,,,$50.00 ,1,$0.00 ,3,1125,2 weeks ago,,3,3,3,3,2,7/5/2016,7/22/2016,100,10,10,10,10,10,10,1,0.22
15422212,Outer Sunset,37.75360723,-122.5078635,$63.00 ,,,,,1,$0.00 ,30,180,3 days ago,,0,0,0,0,29,11/15/2016,3/2/2017,90,9,10,10,10,10,10,7,6.26
10524804,Outer Sunset,37.74905031,-122.502233,$125.00 ,,,$200.00 ,$45.00 ,1,$0.00 ,2,1125,2 days ago,,5,10,25,245,41,1/24/2016,3/4/2017,96,10,10,10,10,10,10,1,2.83
481413,Outer Sunset,37.7462478,-122.5051431,$200.00 ,,,$150.00 ,$75.00 ,1,$0.00 ,1,14,2 days ago,,0,0,0,16,0,,,,,,,,,,1,
297897,Outer Sunset,37.7573702,-122.5061944,$265.00 ,"$1,500.00 ","$4,400.00 ",$200.00 ,$100.00 ,4,$20.00 ,2,1125,today,,7,31,50,71,125,6/19/2012,3/24/2017,96,10,9,10,10,9,9,1,2.14
7389541,Outer Sunset,37.75943544,-122.5033482,$250.00 ,"$1,250.00 ","$4,000.00 ",$250.00 ,$50.00 ,2,$25.00 ,2,45,yesterday,,16,35,65,338,51,8/7/2015,3/19/2017,97,10,10,10,10,10,9,1,2.53
278592,Outer Sunset,37.75912204,-122.4778837,$150.00 ,"$2,000.00 ","$6,000.00 ",$500.00 ,$200.00 ,6,$0.00 ,30,365,6 weeks ago,,0,0,27,149,0,,,,,,,,,,1,
15828423,Outer Sunset,37.75557304,-122.4944092,$43.00 ,,,$399.00 ,$25.00 ,1,$0.00 ,1,28,2 days ago,,23,49,77,349,10,11/20/2016,3/29/2017,98,10,10,10,10,10,10,6,2.24
13901641,Outer Sunset,37.75206591,-122.4843425,$99.00 ,,,,$30.00 ,1,$0.00 ,1,1125,today,,16,40,70,132,77,7/9/2016,3/31/2017,97,10,10,10,10,10,10,5,8.62
17965243,Outer Sunset,37.75078486,-122.5025885,$149.00 ,,,,$50.00 ,1,$0.00 ,2,31,today,,14,27,53,120,0,,,,,,,,,,1,
9136987,Outer Sunset,37.74556431,-122.508021,$89.00 ,,,,$39.00 ,2,$20.00 ,2,40,3 days ago,,1,15,37,37,24,5/31/2016,3/28/2017,98,10,10,10,10,10,10,2,2.35
3277849,Outer Sunset,37.75429075,-122.4905177,$190.00 ,,,$500.00 ,$135.00 ,4,$20.00 ,4,1125,3 days ago,,6,14,15,218,95,7/14/2014,3/18/2017,93,9,9,10,10,9,9,1,2.87
5211153,Outer Sunset,37.75779054,-122.4822519,$240.00 ,,,,,1,$0.00 ,2,5,a week ago,,21,51,81,164,25,3/30/2015,8/5/2016,93,10,10,9,9,9,9,2,1.02
7259880,Outer Sunset,37.76202953,-122.5075934,$75.00 ,,,$200.00 ,$40.00 ,1,$25.00 ,2,30,yesterday,,1,23,50,321,43,8/2/2015,3/4/2017,90,10,9,10,9,9,9,3,2.11
9667459,Outer Sunset,37.76304186,-122.5072248,$415.00 ,,,$500.00 ,$140.00 ,1,$0.00 ,5,1125,3 days ago,,0,5,5,5,4,12/24/2015,7/3/2016,100,10,10,10,10,10,9,1,0.26
8520295,Outer Sunset,37.76020044,-122.4811385,$120.00 ,$675.00 ,"$2,200.00 ",$99.00 ,$75.00 ,2,$15.00 ,5,90,today,,6,9,9,233,26,12/14/2015,3/5/2017,98,10,10,10,10,10,10,1,1.64
15131294,Outer Sunset,37.75098929,-122.5003234,$70.00 ,,,,$40.00 ,2,$20.00 ,1,12,today,,16,45,46,77,23,9/21/2016,3/26/2017,97,10,10,10,10,10,10,3,3.56
13747542,Outer Sunset,37.74755002,-122.4903292,$199.00 ,,,$100.00 ,$40.00 ,3,$25.00 ,1,14,today,,4,24,46,51,44,7/2/2016,3/27/2017,95,10,9,10,10,10,9,1,4.8
9241900,Outer Sunset,37.75633999,-122.4921545,$79.00 ,,,,$15.00 ,1,$20.00 ,1,1125,9 months ago,,30,60,90,365,12,11/8/2015,3/2/2017,95,10,10,10,10,10,10,2,0.7
14206211,Outer Sunset,37.74715694,-122.5051667,$95.00 ,,,$95.00 ,$10.00 ,1,$0.00 ,1,1125,7 months ago,,0,0,0,0,0,,,,,,,,,,1,
9094263,Outer Sunset,37.75320483,-122.4830796,$281.00 ,,,$500.00 ,$120.00 ,1,$0.00 ,1,1125,today,,20,50,75,160,33,2/16/2016,3/30/2017,90,10,9,9,9,9,9,1,2.4
4243837,Outer Sunset,37.7569881,-122.507658,$225.00 ,,,$100.00 ,$75.00 ,2,$25.00 ,2,1125,2 weeks ago,,28,58,88,362,18,10/17/2014,3/27/2017,98,10,10,10,10,10,10,1,0.6
12599563,Outer Sunset,37.7595381,-122.4936797,$375.00 ,,,$200.00 ,$150.00 ,1,$0.00 ,3,1125,6 months ago,,0,0,0,0,0,,,,,,,,,,1,
14549750,Outer Sunset,37.7610426,-122.4909055,$150.00 ,,,,,4,$20.00 ,2,14,today,,3,5,6,59,15,1/16/2017,3/23/2017,93,10,10,10,10,9,10,1,5.84
10633898,Outer Sunset,37.74891013,-122.4879383,$950.00 ,,,$500.00 ,$100.00 ,1,$0.00 ,1,1125,14 months ago,,0,0,0,0,1,2/4/2016,2/4/2016,,,,,,,,1,0.07
15204367,Outer Sunset,37.75634482,-122.492647,$43.00 ,,,$399.00 ,$25.00 ,1,$55.00 ,1,30,2 days ago,,29,59,86,355,23,10/22/2016,4/1/2017,95,10,10,10,10,10,10,6,4.23
8225432,Western Addition,37.77066379,-122.4364872,$275.00 ,,,,,1,$0.00 ,2,5,19 months ago,,0,0,0,0,0,,,,,,,,,,1,
8339,Western Addition,37.77524859,-122.4363737,$550.00 ,,,$300.00 ,$150.00 ,2,$75.00 ,5,1125,3 months ago,,30,60,89,89,23,9/25/2009,8/6/2016,97,10,10,10,10,10,10,2,0.25
15418986,Western Addition,37.77468281,-122.4340248,$65.00 ,,,,,1,$0.00 ,1,3,5 weeks ago,,30,60,90,365,1,10/18/2016,10/18/2016,100,10,8,,8,,,2,0.18
985813,Western Addition,37.77480267,-122.4251667,$297.00 ,"$1,975.00 ",,$300.00 ,$65.00 ,2,$15.00 ,4,21,3 months ago,,30,60,90,365,7,4/9/2013,12/8/2015,97,9,9,10,10,10,9,1,0.14
8567,Western Addition,37.78470745,-122.4455543,$255.00 ,,,,$100.00 ,1,$0.00 ,2,365,4 weeks ago,,18,45,75,152,25,8/14/2009,2/26/2017,88,9,7,10,10,10,9,1,0.27
9548770,Western Addition,37.77191153,-122.4304074,$75.00 ,,,,$100.00 ,1,$0.00 ,1,1125,3 weeks ago,,0,0,0,0,1,1/4/2016,1/4/2016,,,,,,,,1,0.07
15258106,Western Addition,37.77288585,-122.4296043,$450.00 ,,,,$70.00 ,1,$0.00 ,2,1125,today,,0,0,0,0,4,10/17/2016,11/27/2016,95,10,10,10,10,10,10,1,0.71
10941385,Western Addition,37.78643862,-122.4429806,$350.00 ,"$1,590.00 ","$4,770.00 ",$250.00 ,,1,$0.00 ,2,1125,5 weeks ago,,28,58,88,363,9,2/11/2016,2/17/2017,98,10,10,10,10,10,10,1,0.65
45956,Western Addition,37.7724811,-122.4301613,$125.00 ,$600.00 ,"$1,950.00 ",,$40.00 ,1,$10.00 ,2,180,3 weeks ago,,0,11,25,102,29,10/14/2012,1/23/2017,95,10,10,9,9,10,9,2,0.53
2635278,Western Addition,37.78565411,-122.4292195,$120.00 ,"$1,100.00 ","$3,700.00 ",$500.00 ,$150.00 ,2,$0.00 ,2,29,today,,2,2,3,24,10,4/27/2014,6/10/2015,96,9,10,10,10,10,10,1,0.28
1029621,Western Addition,37.76943192,-122.4337738,$365.00 ,,,,$150.00 ,3,$50.00 ,2,1125,5 days ago,,0,7,21,76,17,6/4/2013,1/12/2017,100,10,10,10,10,10,10,2,0.36
9172460,Western Addition,37.78329391,-122.4451754,$245.00 ,,,,,2,$0.00 ,6,1125,6 weeks ago,,29,59,64,336,19,11/4/2015,2/18/2017,95,10,9,10,10,9,9,2,1.1
